names,categories,confidence,websites,socials,phones,addresses,omf_name,omf_category,omf_confidence,omf_websites,omf_socials,omf_phones,omf_addresses,clean_omf_name,clean_omf_addresses
"{""primary"":""Mobilblitz Leipzig Ratzelbogen""}","{""primary"":""mobile_phone_store"",""alternate"":[""television_service_providers""]}",0.9918379237288135,"[""https://taplink.cc/mobilblitz""]","[""https://www.facebook.com/148077858705515""]","[""+4934197855045""]","[{""freeform"":""Leipzig Ratzelbogen, Kiewer Straße 1"",""locality"":""Leipzig"",""postcode"":""04209"",""country"":""DE""}]",Mobilblitz Leipzig Ratzelbogen,mobile_phone_store,0.9918379237288135,https://taplink.cc/mobilblitz,https://www.facebook.com/148077858705515,+4934197855045,"Leipzig Ratzelbogen, Kiewer Straße 1,Leipzig,,04209",mobilblitz leipzig ratzelbogen,leipzig ratzelbogen kiewer strae 1leipzig04209
"{""primary"":""Samantha Sachau D.P.T., P.T.""}","{""primary"":""hospital"",""alternate"":[""physical_therapy"",""health_and_medical""]}",0.77,"[""https://www.unitypoint.org/siouxcity/provider.aspx?id=5994&clinicid=783""]",,"[""7122793178""]","[{""freeform"":""2800 Pierce St #120B"",""locality"":""Sioux City"",""region"":""IA"",""country"":""US"",""postcode"":""51104""}]","Samantha Sachau D.P.T., P.T.",hospital,0.77,https://www.unitypoint.org/siouxcity/provider.aspx?id=5994&clinicid=783,,7122793178,"2800 Pierce St #120B,Sioux City,IA,51104",samantha sachau dpt pt,2800 pierce st 120bsioux cityia51104
"{""primary"":""DeHart Plumbing, Heating & Air, Inc.""}","{""primary"":""hvac_services"",""alternate"":[""plumbing""]}",0.77,"[""https://www.dehartinc.com/""]",,"[""2095234578""]","[{""freeform"":""311 Bitritto Way"",""locality"":""Modesto"",""region"":""CA"",""country"":""US"",""postcode"":""95356""}]","DeHart Plumbing, Heating & Air, Inc.",hvac_services,0.77,https://www.dehartinc.com/,,2095234578,"311 Bitritto Way,Modesto,CA,95356",dehart plumbing heating  air inc,311 bitritto waymodestoca95356
"{""primary"":""Collins Neil P DDS""}","{""primary"":""dentist"",""alternate"":[""doctor"",""health_and_medical""]}",0.9962614185921548,"[""http://www.neilcollinsdds.com/""]","[""https://www.facebook.com/1590974114461152""]","[""+18308963400""]","[{""freeform"":""1460 Sidney Baker St"",""locality"":""Kerrville"",""postcode"":""78028"",""region"":""TX"",""country"":""US""}]",Collins Neil P DDS,dentist,0.9962614185921548,http://www.neilcollinsdds.com/,https://www.facebook.com/1590974114461152,+18308963400,"1460 Sidney Baker St,Kerrville,TX,78028",collins neil p dds,1460 sidney baker stkerrvilletx78028
"{""primary"":""The Home Depot""}","{""primary"":""home_improvement_store"",""alternate"":[""building_supply_store"",""retail""]}",0.77,"[""http://www.homedepot.com/l/Columbia/MO/Columbia/65202/3001""]",,"[""5738141900""]","[{""freeform"":""3215 Clark Ln"",""locality"":""Columbia"",""region"":""MO"",""country"":""US"",""postcode"":""65202""}]",The Home Depot,home_improvement_store,0.77,http://www.homedepot.com/l/Columbia/MO/Columbia/65202/3001,,5738141900,"3215 Clark Ln,Columbia,MO,65202",the home depot,3215 clark lncolumbiamo65202
"{""primary"":""EuroPark P-Eliel""}","{""primary"":""parking"",""alternate"":[""topic_concert_venue"",""social_service_organizations""]}",0.9962614185921548,"[""http://www.europark.fi/english/parking-halls/hki-eliel-eng""]","[""https://www.facebook.com/246047979390247""]","[""+358207907300""]","[{""freeform"":""Asema-aukio 1"",""locality"":""Helsinki"",""postcode"":""00100"",""country"":""FI""}]",EuroPark P-Eliel,parking,0.9962614185921548,http://www.europark.fi/english/parking-halls/hki-eliel-eng,https://www.facebook.com/246047979390247,+358207907300,"Asema-aukio 1,Helsinki,,00100",europark peliel,asemaaukio 1helsinki00100
"{""primary"":""Motability Scheme at Edinburgh Mobility Solutions""}","{""primary"":""mobility_equipment_services"",""alternate"":[""automotive"",""health_and_medical""]}",0.77,"[""https://findadealer.motability.co.uk.yext-cdn.com/adaptations/scotland/edinburgh/2-4-henderson-street""]",,"[""01315543200""]","[{""freeform"":""2-4 Henderson Street"",""locality"":""Edinburgh"",""postcode"":""EH6 6BS"",""country"":""GB""}]",Motability Scheme at Edinburgh Mobility Solutions,mobility_equipment_services,0.77,https://findadealer.motability.co.uk.yext-cdn.com/adaptations/scotland/edinburgh/2-4-henderson-street,,01315543200,"2-4 Henderson Street,Edinburgh,,EH6 6BS",motability scheme at edinburgh mobility solutions,24 henderson streetedinburgheh6 6bs
"{""primary"":""Walmart""}","{""primary"":""photography_store_and_services"",""alternate"":[""retail""]}",0.77,"[""https://www.walmart.com/store/715-tuscaloosa-al/""]",,"[""2057508768""]","[{""freeform"":""1501 Skyland Blvd E"",""locality"":""Tuscaloosa"",""region"":""AL"",""country"":""US"",""postcode"":""35405""}]",Walmart,photography_store_and_services,0.77,https://www.walmart.com/store/715-tuscaloosa-al/,,2057508768,"1501 Skyland Blvd E,Tuscaloosa,AL,35405",walmart,1501 skyland blvd etuscaloosaal35405
"{""primary"":""Jamprobe Electric LLC""}","{""primary"":""electrician"",""alternate"":[""commercial_industrial"",""contractor""]}",0.9696941176470588,"[""http://Jamprobeelectric.com/""]","[""https://www.facebook.com/108318423939283""]","[""+16316456851""]","[{""freeform"":""288 Garibaldi Ave"",""postcode"":""11726"",""country"":""US""}]",Jamprobe Electric LLC,electrician,0.9696941176470588,http://Jamprobeelectric.com/,https://www.facebook.com/108318423939283,+16316456851,"288 Garibaldi Ave,,,11726",jamprobe electric llc,288 garibaldi ave11726
"{""primary"":""Quattro Zampe Toelettatura e Alimenti per Animali""}","{""primary"":""pet_store"",""alternate"":[""pet_groomer""]}",0.9962614185921548,"[""http://Www.quattrozampeopera.it/""]","[""https://www.facebook.com/1597214203895228""]","[""+393808978900""]","[{""freeform"":""Via della Resistenza, 12"",""locality"":""Opera"",""postcode"":""20073"",""region"":""25"",""country"":""IT""}]",Quattro Zampe Toelettatura e Alimenti per Animali,pet_store,0.9962614185921548,http://Www.quattrozampeopera.it/,https://www.facebook.com/1597214203895228,+393808978900,"Via della Resistenza, 12,Opera,25,20073",quattro zampe toelettatura e alimenti per animali,via della resistenza 12opera2520073
"{""primary"":""Pizza Delight Dieppe""}","{""primary"":""pizza_restaurant"",""alternate"":[""restaurant"",""diner""]}",0.9895134099616858,"[""https://www.pizzadelight.com/""]","[""https://www.facebook.com/136046436247983""]","[""+15068309233""]","[{""freeform"":""5070 Principale-Est Ave"",""locality"":""Dieppe"",""postcode"":""E1A 9P7"",""region"":""NB"",""country"":""CA""}]",Pizza Delight Dieppe,pizza_restaurant,0.9895134099616858,https://www.pizzadelight.com/,https://www.facebook.com/136046436247983,+15068309233,"5070 Principale-Est Ave,Dieppe,NB,E1A 9P7",pizza delight dieppe,5070 principaleest avedieppenbe1a 9p7
"{""primary"":""First National Bank""}","{""primary"":""bank_credit_union""}",0.77,"[""https://locations.fnb-online.com/pa/lewisburg-drive-thru""]",,"[""5705220812""]","[{""freeform"":""111 Ziegler Rd"",""locality"":""Lewisburg"",""postcode"":""17837"",""region"":""PA"",""country"":""US""}]",First National Bank,bank_credit_union,0.77,https://locations.fnb-online.com/pa/lewisburg-drive-thru,,5705220812,"111 Ziegler Rd,Lewisburg,PA,17837",first national bank,111 ziegler rdlewisburgpa17837
"{""primary"":""Architekturbüro Volkmer Planung + Bauleitung""}","{""primary"":""architect""}",0.77,"[""http://www.volkmer-architekturbuero.de/""]",,"[""0554131071""]","[{""freeform"":""Am Wittenborn 70"",""locality"":""Hann. Münden"",""postcode"":""34346"",""country"":""DE""}]",Architekturbüro Volkmer Planung + Bauleitung,architect,0.77,http://www.volkmer-architekturbuero.de/,,0554131071,"Am Wittenborn 70,Hann. Münden,,34346",architekturbro volkmer planung  bauleitung,am wittenborn 70hann mnden34346
"{""primary"":""My Key Machine""}","{""primary"":""key_and_locksmith""}",0.77,"[""https://www.timpson.co.uk/services/key-machines""]",,"[""""]","[{""freeform"":""Brandon Road"",""locality"":""Coventry"",""postcode"":""CV3 2JD"",""country"":""GB""}]",My Key Machine,key_and_locksmith,0.77,https://www.timpson.co.uk/services/key-machines,,,"Brandon Road,Coventry,,CV3 2JD",my key machine,brandon roadcoventrycv3 2jd
"{""primary"":""Locatec Essen - RÜFA""}","{""primary"":""fire_and_water_damage_restoration"",""alternate"":[""damage_restoration""]}",0.77,"[""http://www.locatec-essen.de/""]",,"[""02051604500""]","[{""freeform"":""Burgfeld 13-15"",""locality"":""Velbert"",""region"":""North Rhine-Westphalia"",""country"":""DE"",""postcode"":""42551""}]",Locatec Essen - RÜFA,fire_and_water_damage_restoration,0.77,http://www.locatec-essen.de/,,02051604500,"Burgfeld 13-15,Velbert,North Rhine-Westphalia,42551",locatec essen  rfa,burgfeld 1315velbertnorth rhinewestphalia42551
"{""primary"":""Auto Klinika d.o.o.""}","{""primary"":""auto_detailing""}",0.48103896103896104,,"[""https://www.facebook.com/247333218711303""]","[""+38134723777""]","[{""freeform"":""Vozda Karadjordja 97"",""locality"":""Aranđelovac"",""postcode"":""34300"",""country"":""RS""}]",Auto Klinika d.o.o.,auto_detailing,0.48103896103896104,,https://www.facebook.com/247333218711303,+38134723777,"Vozda Karadjordja 97,Aranđelovac,,34300",auto klinika doo,vozda karadjordja 97aranelovac34300
"{""primary"":""Houston Methodist Primary Care Group""}","{""primary"":""medical_center"",""alternate"":[""public_health_clinic"",""health_and_medical""]}",0.77,"[""https://www.houstonmethodist.org/pcg/rosenberg""]",,"[""3469012320""]","[{""freeform"":""4050 FM 762 Rd"",""locality"":""Rosenberg"",""postcode"":""77469"",""region"":""TX"",""country"":""US""}]",Houston Methodist Primary Care Group,medical_center,0.77,https://www.houstonmethodist.org/pcg/rosenberg,,3469012320,"4050 FM 762 Rd,Rosenberg,TX,77469",houston methodist primary care group,4050 fm 762 rdrosenbergtx77469
"{""primary"":""Carter BloodCare""}","{""primary"":""blood_and_plasma_donation_center"",""alternate"":[""hospital"",""health_and_medical""]}",0.9962614185921548,"[""http://www.carterbloodcare.org""]","[""https://www.facebook.com/352743001256352""]","[""+12145090550""]","[{""freeform"":""1328 W McDermott Dr"",""locality"":""Allen"",""postcode"":""75013-3022"",""region"":""TX"",""country"":""US""}]",Carter BloodCare,blood_and_plasma_donation_center,0.9962614185921548,http://www.carterbloodcare.org,https://www.facebook.com/352743001256352,+12145090550,"1328 W McDermott Dr,Allen,TX,75013-3022",carter bloodcare,1328 w mcdermott drallentx750133022
"{""primary"":""University Rental""}","{""primary"":""party_supply"",""alternate"":[""wedding_planning"",""custom_clothing""]}",0.9895134099616858,"[""http://www.universityrentalnac.com/""]","[""https://www.facebook.com/303086416451858""]","[""+19365600800""]","[{""freeform"":""510 E Main St"",""locality"":""Nacogdoches"",""postcode"":""75961-5216"",""region"":""TX"",""country"":""US""}]",University Rental,party_supply,0.9895134099616858,http://www.universityrentalnac.com/,https://www.facebook.com/303086416451858,+19365600800,"510 E Main St,Nacogdoches,TX,75961-5216",university rental,510 e main stnacogdochestx759615216
"{""primary"":""Radwechsel""}","{""primary"":""bicycle_shop""}",0.9877528662420382,"[""http://www.radwechsel-zetel.de/""]","[""https://www.facebook.com/110840011503112""]","[""+4944534836455""]","[{""freeform"":""Bahnhofstraße 9"",""locality"":""Zetel"",""postcode"":""26340"",""country"":""DE""}]",Radwechsel,bicycle_shop,0.9877528662420382,http://www.radwechsel-zetel.de/,https://www.facebook.com/110840011503112,+4944534836455,"Bahnhofstraße 9,Zetel,,26340",radwechsel,bahnhofstrae 9zetel26340
"{""primary"":""AT&T Store""}","{""primary"":""mobile_phone_accessories"",""alternate"":[""mobile_phone_store"",""retail""]}",0.77,"[""http://www.att.com/stores/georgia/sandy-springs/120838""]",,"[""6789053642""]","[{""freeform"":""6080 Roswell Rd"",""locality"":""Sandy Springs"",""region"":""GA"",""country"":""US"",""postcode"":""30328""}]",AT&T Store,mobile_phone_accessories,0.77,http://www.att.com/stores/georgia/sandy-springs/120838,,6789053642,"6080 Roswell Rd,Sandy Springs,GA,30328",att store,6080 roswell rdsandy springsga30328
"{""primary"":""Dairy Queen""}","{""primary"":""ice_cream_shop"",""alternate"":[""fast_food_restaurant"",""desserts""]}",0.48103896103896104,"[""http://www.dq-fanclub.com""]","[""https://www.facebook.com/1228775730483876""]",,"[{""country"":""TH""}]",Dairy Queen,ice_cream_shop,0.48103896103896104,http://www.dq-fanclub.com,https://www.facebook.com/1228775730483876,,",,,",dairy queen,
"{""primary"":""Restaurant Normandin St-Anselme""}","{""primary"":""restaurant"",""alternate"":[""pizza_restaurant"",""gastropub""]}",0.9918379237288135,"[""http://www.restaurantnormandin.com/fr/restaurants/quebec/11-quebec/""]","[""https://www.facebook.com/381974498510865""]","[""+14188859601""]","[{""freeform"":""679 Route Bégin"",""locality"":""St-Anselme"",""postcode"":""G0R 2N0"",""region"":""QC"",""country"":""CA""}]",Restaurant Normandin St-Anselme,restaurant,0.9918379237288135,http://www.restaurantnormandin.com/fr/restaurants/quebec/11-quebec/,https://www.facebook.com/381974498510865,+14188859601,"679 Route Bégin,St-Anselme,QC,G0R 2N0",restaurant normandin stanselme,679 route bginstanselmeqcg0r 2n0
"{""primary"":""Amara Regenerative Aesthetics""}","{""primary"":""medical_spa"",""alternate"":[""spas"",""beauty_and_spa""]}",0.77,"[""http://amarara.com/""]",,"[""7608954140""]","[{""freeform"":""74000 Country Club Dr Ste G2"",""locality"":""Palm Desert"",""region"":""CA"",""country"":""US"",""postcode"":""92260""}]",Amara Regenerative Aesthetics,medical_spa,0.77,http://amarara.com/,,7608954140,"74000 Country Club Dr Ste G2,Palm Desert,CA,92260",amara regenerative aesthetics,74000 country club dr ste g2palm desertca92260
"{""primary"":""Casual Raizes Porto""}","{""primary"":""hotel"",""alternate"":[""accommodation""]}",0.9962614185921548,"[""http://casualhoteles.com/""]","[""https://www.facebook.com/109519081849644""]","[""+351309307938""]","[{""freeform"":""Rua de Santa Catarina 615"",""locality"":""Porto"",""postcode"":""4000-453"",""country"":""PT""}]",Casual Raizes Porto,hotel,0.9962614185921548,http://casualhoteles.com/,https://www.facebook.com/109519081849644,+351309307938,"Rua de Santa Catarina 615,Porto,,4000-453",casual raizes porto,rua de santa catarina 615porto4000453
"{""primary"":""Northwest RV & Self Storage""}","{""primary"":""rv_storage_facility"",""alternate"":[""self_storage_facility"",""rv_and_boat_storage_facility""]}",0.77,"[""https://www.nwselfstorage.net/""]",,"[""5207443759""]","[{""freeform"":""7041 N Camino Martin"",""locality"":""Tucson"",""region"":""AZ"",""country"":""US"",""postcode"":""85741""}]",Northwest RV & Self Storage,rv_storage_facility,0.77,https://www.nwselfstorage.net/,,5207443759,"7041 N Camino Martin,Tucson,AZ,85741",northwest rv  self storage,7041 n camino martintucsonaz85741
"{""primary"":""Hotel&Bugalows El Mirador""}","{""primary"":""beach_resort""}",0.3941504178272981,,"[""https://www.facebook.com/191124788175377""]","[""+51994229789""]","[{""freeform"":""Av. Santa Rosa MZ A10 Lotes 23,24 y 25 Puerto Pachacutec Ventanilla el Callao"",""locality"":""Lima"",""postcode"":""15"",""country"":""PE""}]",Hotel&Bugalows El Mirador,beach_resort,0.3941504178272981,,https://www.facebook.com/191124788175377,+51994229789,"Av. Santa Rosa MZ A10 Lotes 23,24 y 25 Puerto Pachacutec Ventanilla el Callao,Lima,,15",hotelbugalows el mirador,av santa rosa mz a10 lotes 2324 y 25 puerto pachacutec ventanilla el callaolima15
"{""primary"":""Princeton Radiology""}","{""primary"":""doctor"",""alternate"":[""radiologist"",""oncologist""]}",0.9962614185921548,"[""http://www.princetonradiology.com""]","[""https://www.facebook.com/116820321719755""]","[""+16094369525""]","[{""freeform"":""9 Centre Dr"",""locality"":""Jamesburg"",""postcode"":""08831-5153"",""region"":""NJ"",""country"":""US""}]",Princeton Radiology,doctor,0.9962614185921548,http://www.princetonradiology.com,https://www.facebook.com/116820321719755,+16094369525,"9 Centre Dr,Jamesburg,NJ,08831-5153",princeton radiology,9 centre drjamesburgnj088315153
"{""primary"":""The Abbey at Regent's Walk""}","{""primary"":""landmark_and_historical_building"",""alternate"":[""social_service_organizations"",""property_management""]}",0.9918379237288135,"[""https://www.abbeyresidential.com/apartments/al/homewood/regents-walk/?utm_source=facebook&utm_medium=social""]","[""https://www.facebook.com/1899933776937968""]","[""+12053900280""]","[{""freeform"":""726 Raleigh Ct"",""locality"":""Homewood"",""postcode"":""35209-6099"",""region"":""AL"",""country"":""US""}]",The Abbey at Regent's Walk,landmark_and_historical_building,0.9918379237288135,https://www.abbeyresidential.com/apartments/al/homewood/regents-walk/?utm_source=facebook&utm_medium=social,https://www.facebook.com/1899933776937968,+12053900280,"726 Raleigh Ct,Homewood,AL,35209-6099",the abbey at regents walk,726 raleigh cthomewoodal352096099
"{""primary"":""Sam's Club""}","{""primary"":""pharmacy"",""alternate"":[""drugstore"",""retail""]}",0.77,"[""https://www.samsclub.com/local/pharmacy/yuma-az-sams-club/6205""]",,"[""9287836575""]","[{""freeform"":""1462 S Pacific Ave"",""locality"":""Yuma"",""region"":""AZ"",""country"":""US"",""postcode"":""85365""}]",Sam's Club,pharmacy,0.77,https://www.samsclub.com/local/pharmacy/yuma-az-sams-club/6205,,9287836575,"1462 S Pacific Ave,Yuma,AZ,85365",sams club,1462 s pacific aveyumaaz85365
